STATE,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,SEASON,%UNWEIGHTED ILI,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
Florida,2015,44,0,0,0,0,0,0,Level 1,Minimal,Nov-07-2015,2015-16,X,X,X,X
Georgia,2015,44,657,3,5,1.22,0.46,0.76,Level 2,Minimal,Nov-07-2015,2015-16,1.07349,370,31,34467
Hawaii,2015,44,190,1,3,2.11,0.53,1.58,Level 1,Minimal,Nov-07-2015,2015-16,2.18274,43,19,1970
Idaho,2015,44,17,0,1,5.88,0,5.88,Level 1,Minimal,Nov-07-2015,2015-16,0.443383,13,10,2932
Illinois,2015,44,380,5,3,2.11,1.32,0.79,Level 2,Minimal,Nov-07-2015,2015-16,1.79698,920,80,51197
Indiana,2015,44,103,0,0,0,0,0,Level 1,Minimal,Nov-07-2015,2015-16,1.10347,85,32,7703
Iowa,2015,44,91,1,0,1.1,1.1,0,Level 1,Minimal,Nov-07-2015,2015-16,0.559763,17,10,3037
Kansas,2015,44,115,1,3,3.48,0.87,2.61,Level 1,Minimal,Nov-07-2015,2015-16,1.60356,119,33,7421
Kentucky,2015,44,265,0,0,0,0,0,Level 1,Minimal,Nov-07-2015,2015-16,0.494734,132,28,26681
Louisiana,2015,44,318,1,1,0.63,0.31,0.31,Level 1,Minimal,Nov-07-2015,2015-16,1.92489,878,76,45613
Maine,2015,44,0,0,0,0,0,0,Level 1,Minimal,Nov-07-2015,2015-16,1.08696,55,27,5060
Maryland,2015,44,0,0,0,0,0,0,Level 1,Minimal,Nov-07-2015,2015-16,1.43698,122,31,8490
Massachusetts,2015,44,273,0,0,0,0,0,Level 1,Minimal,Nov-07-2015,2015-16,0.667916,164,44,24554
Michigan,2015,44,558,3,0,0.54,0.54,0,Level 1,Minimal,Nov-07-2015,2015-16,0.835379,211,70,25258
Minnesota,2015,44,314,0,1,0.32,0,0.32,Level 1,Minimal,Nov-07-2015,2015-16,1.2874,74,18,5748
Mississippi,2015,44,165,1,0,0.61,0.61,0,Level 1,Minimal,Nov-07-2015,2015-16,2.38468,503,54,21093
Missouri,2015,44,498,0,0,0,0,0,Level 2,Minimal,Nov-07-2015,2015-16,1.44876,122,19,8421
Montana,2015,44,85,1,0,1.18,1.18,0,Level 1,Minimal,Nov-07-2015,2015-16,0.193299,6,8,3104
Nebraska,2015,44,79,0,1,1.27,0,1.27,Level 1,Minimal,Nov-07-2015,2015-16,0.489663,18,17,3676
Nevada,2015,44,10,0,0,0,0,0,Level 1,Minimal,Nov-07-2015,2015-16,0.660979,86,28,13011
New Hampshire,2015,44,14,0,0,0,0,0,Level 1,Minimal,Nov-07-2015,2015-16,0.240385,10,21,4160
New Jersey,2015,44,0,0,0,0,0,0,Level 1,Minimal,Nov-07-2015,2015-16,0.744961,34,15,4564
New Mexico,2015,44,229,2,0,0.87,0.87,0,Level 1,Minimal,Nov-07-2015,2015-16,1.20291,152,27,12636
New York,2015,44,1236,4,2,0.49,0.32,0.16,Level 1,Minimal,Nov-07-2015,2015-16,0.655665,89,84,13574
North Carolina,2015,44,152,0,0,0,0,0,Level 1,Minimal,Nov-07-2015,2015-16,1.17667,206,52,17507
North Dakota,2015,44,0,0,0,0,0,0,Level 1,Minimal,Nov-07-2015,2015-16,0.405268,4,8,987
Ohio,2015,44,744,5,6,1.48,0.67,0.81,Level 1,Minimal,Nov-07-2015,2015-16,0.736329,136,70,18470
Oklahoma,2015,44,174,0,0,0,0,0,Level 1,Minimal,Nov-07-2015,2015-16,2.13297,111,25,5204
Oregon,2015,44,159,0,0,0,0,0,Level 1,Minimal,Nov-07-2015,2015-16,0.660981,31,21,4690
Pennsylvania,2015,44,490,2,1,0.61,0.41,0.2,Level 1,Minimal,Nov-07-2015,2015-16,1.3918,246,55,17675
Rhode Island,2015,44,0,0,0,0,0,0,Level 1,Minimal,Nov-07-2015,2015-16,0.26852,17,17,6331
South Carolina,2015,44,288,0,1,0.35,0,0.35,Level 3,Minimal,Nov-07-2015,2015-16,1.27774,57,12,4461
South Dakota,2015,44,108,0,0,0,0,0,Level 1,Minimal,Nov-07-2015,2015-16,1.20166,110,34,9154
Tennessee,2015,44,230,0,8,3.48,0,3.48,Level 1,Minimal,Nov-07-2015,2015-16,0.698991,79,57,11302
Texas,2015,44,1217,11,6,1.4,0.9,0.49,Level 1,Minimal,Nov-07-2015,2015-16,3.47839,1143,126,32860
Utah,2015,44,417,0,1,0.24,0,0.24,Level 2,Minimal,Nov-07-2015,2015-16,1.51484,291,41,19210
Vermont,2015,44,118,0,1,0.85,0,0.85,Level 1,Minimal,Nov-07-2015,2015-16,0.891651,33,11,3701
Virginia,2015,44,137,0,0,0,0,0,Level 2,Minimal,Nov-07-2015,2015-16,1.65955,1528,130,92073
Washington,2015,44,293,1,0,0.34,0.34,0,Level 1,Minimal,Nov-07-2015,2015-16,0.426667,24,46,5625
West Virginia,2015,44,488,0,5,1.02,0,1.02,Level 1,Minimal,Nov-07-2015,2015-16,1.41249,266,50,18832
Wisconsin,2015,44,546,0,0,0,0,0,Level 1,Minimal,Nov-07-2015,2015-16,1.62839,117,24,7185
Wyoming,2015,44,28,0,0,0,0,0,Level 1,Minimal,Nov-07-2015,2015-16,0.666159,35,25,5254
Puerto Rico,2015,44,0,0,0,0,0,0,Level 5,Low,Nov-07-2015,2015-16,4.98901,227,8,4550
Virgin Islands,2015,44,0,0,0,0,0,0,Level 0,Insufficient Data,Nov-07-2015,2015-16,1.29534,5,1,386
New York City,2015,44,0,0,0,0,0,0,Level 1,Minimal,Nov-07-2015,2015-16,1.44121,1484,92,102969
Alabama,2015,45,250,3,3,2.4,1.2,1.2,Level 1,Minimal,Nov-14-2015,2015-16,2.20919,290,30,13127
Alaska,2015,45,0,0,0,0,0,0,Level 1,Minimal,Nov-14-2015,2015-16,1.1213,11,6,981
Arizona,2015,45,89,0,0,0,0,0,Level 3,Minimal,Nov-14-2015,2015-16,1.80418,438,57,24277
Arkansas,2015,45,33,0,0,0,0,0,Level 1,Minimal,Nov-14-2015,2015-16,1.07014,65,17,6074
California,2015,45,873,6,3,1.03,0.69,0.34,Level 1,Minimal,Nov-14-2015,2015-16,1.80813,782,156,43249
Colorado,2015,45,391,1,0,0.26,0.26,0,Level 1,Minimal,Nov-14-2015,2015-16,0.389206,15,5,3854
Connecticut,2015,45,298,1,0,0.34,0.34,0,Level 1,Minimal,Nov-14-2015,2015-16,1.07817,72,19,6678
Delaware,2015,45,63,0,0,0,0,0,Level 1,Minimal,Nov-14-2015,2015-16,0.167866,7,17,4170
District of Columbia,2015,45,0,0,0,0,0,0,Level 0,Insufficient Data,Nov-14-2015,2015-16,4.2378,139,2,3280
Florida,2015,45,0,0,0,0,0,0,Level 1,Minimal,Nov-14-2015,2015-16,X,X,X,X
Georgia,2015,45,652,7,18,3.83,1.07,2.76,Level 2,Minimal,Nov-14-2015,2015-16,1.01664,344,31,33837
Hawaii,2015,45,188,1,2,1.6,0.53,1.06,Level 1,Minimal,Nov-14-2015,2015-16,1.69851,32,20,1884
Idaho,2015,45,32,0,0,0,0,0,Level 1,Minimal,Nov-14-2015,2015-16,0.673759,19,9,2820
Illinois,2015,45,375,17,1,4.8,4.53,0.27,Level 2,Minimal,Nov-14-2015,2015-16,2.01816,1020,79,50541
Indiana,2015,45,102,0,0,0,0,0,Level 1,Minimal,Nov-14-2015,2015-16,1.221,80,30,6552
Iowa,2015,45,58,0,0,0,0,0,Level 1,Minimal,Nov-14-2015,2015-16,0.498398,14,9,2809
Kansas,2015,45,104,1,0,0.96,0.96,0,Level 1,Minimal,Nov-14-2015,2015-16,1.44268,111,35,7694
Kentucky,2015,45,217,0,0,0,0,0,Level 1,Minimal,Nov-14-2015,2015-16,0.492591,121,28,24564
Louisiana,2015,45,438,4,0,0.91,0.91,0,Level 2,Minimal,Nov-14-2015,2015-16,2.1096,972,73,46075
Maine,2015,45,0,0,0,0,0,0,Level 1,Minimal,Nov-14-2015,2015-16,1.35762,79,28,5819
Maryland,2015,45,15,0,0,0,0,0,Level 1,Minimal,Nov-14-2015,2015-16,1.44607,111,30,7676
Massachusetts,2015,45,218,1,1,0.92,0.46,0.46,Level 1,Minimal,Nov-14-2015,2015-16,0.672289,165,45,24543
Michigan,2015,45,553,2,1,0.54,0.36,0.18,Level 1,Minimal,Nov-14-2015,2015-16,0.816032,215,70,26347
Minnesota,2015,45,257,0,0,0,0,0,Level 1,Minimal,Nov-14-2015,2015-16,1.10984,68,18,6127
Mississippi,2015,45,176,5,1,3.41,2.84,0.57,Level 2,Minimal,Nov-14-2015,2015-16,2.73615,566,54,20686
Missouri,2015,45,482,0,0,0,0,0,Level 2,Minimal,Nov-14-2015,2015-16,1.6603,139,20,8372
Montana,2015,45,68,0,0,0,0,0,Level 1,Minimal,Nov-14-2015,2015-16,0.23488,8,9,3406
Nebraska,2015,45,71,0,0,0,0,0,Level 1,Minimal,Nov-14-2015,2015-16,0.565771,20,17,3535
Nevada,2015,45,11,1,0,9.09,9.09,0,Level 1,Minimal,Nov-14-2015,2015-16,0.663507,84,28,12660
New Hampshire,2015,45,25,0,0,0,0,0,Level 1,Minimal,Nov-14-2015,2015-16,0.209809,8,20,3813
New Jersey,2015,45,0,0,0,0,0,0,Level 1,Minimal,Nov-14-2015,2015-16,0.430005,18,13,4186
New Mexico,2015,45,250,0,0,0,0,0,Level 1,Minimal,Nov-14-2015,2015-16,1.45063,155,24,10685
New York,2015,45,1322,2,2,0.3,0.15,0.15,Level 1,Minimal,Nov-14-2015,2015-16,0.723665,97,85,13404
North Carolina,2015,45,175,0,0,0,0,0,Level 1,Minimal,Nov-14-2015,2015-16,0.972206,163,54,16766
North Dakota,2015,45,15,0,0,0,0,0,Level 1,Minimal,Nov-14-2015,2015-16,0.423131,3,6,709
Ohio,2015,45,715,4,1,0.7,0.56,0.14,Level 1,Minimal,Nov-14-2015,2015-16,0.959362,178,70,18554
Oklahoma,2015,45,190,0,0,0,0,0,Level 4,Low,Nov-14-2015,2015-16,3.17486,199,26,6268
Oregon,2015,45,160,0,0,0,0,0,Level 2,Minimal,Nov-14-2015,2015-16,1.81065,83,16,4584
Pennsylvania,2015,45,463,2,0,0.43,0.43,0,Level 1,Minimal,Nov-14-2015,2015-16,1.55583,248,53,15940
Rhode Island,2015,45,0,0,0,0,0,0,Level 1,Minimal,Nov-14-2015,2015-16,0.187138,11,17,5878
South Carolina,2015,45,255,1,0,0.39,0.39,0,Level 4,Low,Nov-14-2015,2015-16,1.74586,79,12,4525
South Dakota,2015,45,132,0,0,0,0,0,Level 1,Minimal,Nov-14-2015,2015-16,1.09203,96,34,8791
Tennessee,2015,45,198,0,6,3.03,0,3.03,Level 1,Minimal,Nov-14-2015,2015-16,0.587774,60,55,10208
Texas,2015,45,1343,16,15,2.31,1.19,1.12,Level 2,Minimal,Nov-14-2015,2015-16,3.86243,1214,123,31431
Utah,2015,45,476,0,0,0,0,0,Level 2,Minimal,Nov-14-2015,2015-16,1.5367,295,42,19197
Vermont,2015,45,107,0,0,0,0,0,Level 1,Minimal,Nov-14-2015,2015-16,0.925926,33,11,3564
Virginia,2015,45,220,1,0,0.45,0.45,0,Level 2,Minimal,Nov-14-2015,2015-16,1.67621,1493,128,89070
Washington,2015,45,264,0,1,0.38,0,0.38,Level 1,Minimal,Nov-14-2015,2015-16,0.401914,21,45,5225
West Virginia,2015,45,442,0,0,0,0,0,Level 1,Minimal,Nov-14-2015,2015-16,1.44617,277,53,19154
Wisconsin,2015,45,621,0,0,0,0,0,Level 1,Minimal,Nov-14-2015,2015-16,1.56006,110,25,7051
Wyoming,2015,45,20,1,0,5,5,0,Level 1,Minimal,Nov-14-2015,2015-16,0.801443,40,24,4991
Puerto Rico,2015,45,0,0,0,0,0,0,Level 2,Minimal,Nov-14-2015,2015-16,3.60957,169,8,4682
Virgin Islands,2015,45,0,0,0,0,0,0,Level 0,Insufficient Data,Nov-14-2015,2015-16,0.746269,3,1,402
New York City,2015,45,0,0,0,0,0,0,Level 1,Minimal,Nov-14-2015,2015-16,1.50803,1507,90,99932
Alabama,2015,46,279,4,1,1.79,1.43,0.36,Level 1,Minimal,Nov-21-2015,2015-16,2.64504,305,30,11531
Alaska,2015,46,0,0,0,0,0,0,Level 1,Minimal,Nov-21-2015,2015-16,0.715746,7,6,978
Arizona,2015,46,104,0,0,0,0,0,Level 3,Minimal,Nov-21-2015,2015-16,1.84161,496,59,26933
Arkansas,2015,46,44,0,0,0,0,0,Level 1,Minimal,Nov-21-2015,2015-16,1.25613,64,16,5095
California,2015,46,943,4,2,0.64,0.42,0.21,Level 1,Minimal,Nov-21-2015,2015-16,2.14097,996,157,46521
Colorado,2015,46,385,0,0,0,0,0,Level 2,Minimal,Nov-21-2015,2015-16,0.513322,21,5,4091
Connecticut,2015,46,359,1,1,0.56,0.28,0.28,Level 1,Minimal,Nov-21-2015,2015-16,1.1393,75,20,6583
Delaware,2015,46,62,0,0,0,0,0,Level 1,Minimal,Nov-21-2015,2015-16,0.273496,11,17,4022
District of Columbia,2015,46,0,0,0,0,0,0,Level 0,Insufficient Data,Nov-21-2015,2015-16,6.85539,201,2,2932
Florida,2015,46,0,0,0,0,0,0,Level 1,Minimal,Nov-21-2015,2015-16,X,X,X,X
Georgia,2015,46,836,5,21,3.11,0.6,2.51,Level 2,Minimal,Nov-21-2015,2015-16,1.25685,431,31,34292
Hawaii,2015,46,146,0,0,0,0,0,Level 1,Minimal,Nov-21-2015,2015-16,1.47727,26,18,1760
Idaho,2015,46,19,0,0,0,0,0,Level 1,Minimal,Nov-21-2015,2015-16,0.439932,13,9,2955
Illinois,2015,46,364,7,4,3.02,1.92,1.1,Level 2,Minimal,Nov-21-2015,2015-16,1.89498,978,81,51610
Indiana,2015,46,120,0,0,0,0,0,Level 1,Minimal,Nov-21-2015,2015-16,1.19584,85,31,7108
Iowa,2015,46,67,0,0,0,0,0,Level 1,Minimal,Nov-21-2015,2015-16,0.525164,12,8,2285
Kansas,2015,46,93,2,3,5.38,2.15,3.23,Level 1,Minimal,Nov-21-2015,2015-16,1.40774,111,35,7885
Kentucky,2015,46,261,0,2,0.77,0,0.77,Level 1,Minimal,Nov-21-2015,2015-16,0.52279,135,28,25823
Louisiana,2015,46,450,4,0,0.89,0.89,0,Level 2,Minimal,Nov-21-2015,2015-16,2.19967,1008,75,45825
Maine,2015,46,0,0,0,0,0,0,Level 1,Minimal,Nov-21-2015,2015-16,0.985137,57,28,5786
Maryland,2015,46,0,0,0,0,0,0,Level 1,Minimal,Nov-21-2015,2015-16,1.68539,132,30,7832
Massachusetts,2015,46,263,0,0,0,0,0,Level 1,Minimal,Nov-21-2015,2015-16,0.645367,162,44,25102
Michigan,2015,46,582,4,1,0.86,0.69,0.17,Level 1,Minimal,Nov-21-2015,2015-16,0.781501,170,65,21753
Minnesota,2015,46,276,0,0,0,0,0,Level 1,Minimal,Nov-21-2015,2015-16,1.49593,79,18,5281
Mississippi,2015,46,209,1,0,0.48,0.48,0,Level 3,Minimal,Nov-21-2015,2015-16,3.16855,598,52,18873
Missouri,2015,46,480,0,1,0.21,0,0.21,Level 1,Minimal,Nov-21-2015,2015-16,1.18776,99,20,8335
Montana,2015,46,61,0,0,0,0,0,Level 1,Minimal,Nov-21-2015,2015-16,0.0518135,2,9,3860
Nebraska,2015,46,49,0,0,0,0,0,Level 1,Minimal,Nov-21-2015,2015-16,0.921788,33,17,3580
Nevada,2015,46,0,0,0,0,0,0,Level 1,Minimal,Nov-21-2015,2015-16,0.49005,66,27,13468
New Hampshire,2015,46,18,0,0,0,0,0,Level 1,Minimal,Nov-21-2015,2015-16,0.279525,12,20,4293
New Jersey,2015,46,0,0,0,0,0,0,Level 1,Minimal,Nov-21-2015,2015-16,0.652884,30,15,4595
New Mexico,2015,46,265,0,0,0,0,0,Level 1,Minimal,Nov-21-2015,2015-16,1.46879,180,26,12255
New York,2015,46,1330,1,2,0.23,0.08,0.15,Level 1,Minimal,Nov-21-2015,2015-16,1.18498,159,82,13418
North Carolina,2015,46,175,3,1,2.29,1.71,0.57,Level 1,Minimal,Nov-21-2015,2015-16,1.17183,211,55,18006
North Dakota,2015,46,14,0,0,0,0,0,Level 1,Minimal,Nov-21-2015,2015-16,0.342466,3,7,876
Ohio,2015,46,819,3,3,0.73,0.37,0.37,Level 1,Minimal,Nov-21-2015,2015-16,0.645642,130,71,20135
Oklahoma,2015,46,217,0,0,0,0,0,Level 2,Minimal,Nov-21-2015,2015-16,2.25944,143,25,6329
Oregon,2015,46,226,0,0,0,0,0,Level 1,Minimal,Nov-21-2015,2015-16,1.33049,75,21,5637
Pennsylvania,2015,46,506,1,3,0.79,0.2,0.59,Level 1,Minimal,Nov-21-2015,2015-16,1.55956,240,53,15389
Rhode Island,2015,46,0,0,0,0,0,0,Level 1,Minimal,Nov-21-2015,2015-16,0.186335,12,16,6440
South Carolina,2015,46,321,1,4,1.56,0.31,1.25,Level 4,Low,Nov-21-2015,2015-16,1.61504,73,11,4520
South Dakota,2015,46,106,0,0,0,0,0,Level 1,Minimal,Nov-21-2015,2015-16,1.05796,94,34,8885
Tennessee,2015,46,256,0,3,1.17,0,1.17,Level 1,Minimal,Nov-21-2015,2015-16,0.939368,110,57,11710
Texas,2015,46,1140,16,17,2.89,1.4,1.49,Level 2,Minimal,Nov-21-2015,2015-16,3.96778,1266,123,31907
Utah,2015,46,456,0,0,0,0,0,Level 2,Minimal,Nov-21-2015,2015-16,1.60466,292,40,18197
Vermont,2015,46,106,0,0,0,0,0,Level 1,Minimal,Nov-21-2015,2015-16,0.764818,28,11,3661
Virginia,2015,46,205,0,0,0,0,0,Level 3,Minimal,Nov-21-2015,2015-16,1.90304,1695,128,89068
Washington,2015,46,299,0,1,0.33,0,0.33,Level 1,Minimal,Nov-21-2015,2015-16,0.402857,22,46,5461
West Virginia,2015,46,457,1,3,0.88,0.22,0.66,Level 1,Minimal,Nov-21-2015,2015-16,1.01986,189,51,18532
Wisconsin,2015,46,574,1,0,0.17,0.17,0,Level 1,Minimal,Nov-21-2015,2015-16,1.61699,115,23,7112
Wyoming,2015,46,16,0,0,0,0,0,Level 1,Minimal,Nov-21-2015,2015-16,0.429185,22,24,5126
Puerto Rico,2015,46,0,0,0,0,0,0,Level 1,Minimal,Nov-21-2015,2015-16,3.39426,156,8,4596
Virgin Islands,2015,46,0,0,0,0,0,0,Level 0,Insufficient Data,Nov-21-2015,2015-16,0.911458,7,2,768
New York City,2015,46,0,0,0,0,0,0,Level 2,Minimal,Nov-21-2015,2015-16,1.68278,1673,80,99419
Alabama,2015,47,271,0,3,1.11,0,1.11,Level 3,Minimal,Nov-28-2015,2015-16,3.50323,255,26,7279
Alaska,2015,47,0,0,0,0,0,0,Level 1,Minimal,Nov-28-2015,2015-16,0.721154,6,6,832
Arizona,2015,47,97,1,0,1.03,1.03,0,Level 3,Minimal,Nov-28-2015,2015-16,1.88987,348,59,18414
Arkansas,2015,47,40,1,0,2.5,2.5,0,Level 1,Minimal,Nov-28-2015,2015-16,1.21043,39,15,3222
California,2015,47,858,4,1,0.58,0.47,0.12,Level 1,Minimal,Nov-28-2015,2015-16,2.39866,687,153,28641
Colorado,2015,47,418,2,0,0.48,0.48,0,Level 2,Minimal,Nov-28-2015,2015-16,0.659051,15,5,2276
Connecticut,2015,47,353,0,0,0,0,0,Level 1,Minimal,Nov-28-2015,2015-16,1.69643,38,16,2240
Delaware,2015,47,64,0,1,1.56,0,1.56,Level 1,Minimal,Nov-28-2015,2015-16,0.261292,7,15,2679
District of Columbia,2015,47,0,0,0,0,0,0,Level 0,Insufficient Data,Nov-28-2015,2015-16,7.21118,98,2,1359
Florida,2015,47,0,0,0,0,0,0,Level 1,Minimal,Nov-28-2015,2015-16,X,X,X,X
Georgia,2015,47,738,2,2,0.54,0.27,0.27,Level 3,Minimal,Nov-28-2015,2015-16,1.55757,326,31,20930
Hawaii,2015,47,102,0,0,0,0,0,Level 1,Minimal,Nov-28-2015,2015-16,2.48344,30,16,1208
Idaho,2015,47,26,1,0,3.85,3.85,0,Level 1,Minimal,Nov-28-2015,2015-16,1.07204,25,9,2332
Illinois,2015,47,300,4,2,2,1.33,0.67,Level 2,Minimal,Nov-28-2015,2015-16,2.04812,830,78,40525
Indiana,2015,47,126,0,0,0,0,0,Level 1,Minimal,Nov-28-2015,2015-16,1.48581,56,31,3769
Iowa,2015,47,62,0,0,0,0,0,Level 1,Minimal,Nov-28-2015,2015-16,0.344531,4,8,1161
Kansas,2015,47,95,0,1,1.05,0,1.05,Level 1,Minimal,Nov-28-2015,2015-16,1.58172,90,35,5690
Kentucky,2015,47,275,0,1,0.36,0,0.36,Level 1,Minimal,Nov-28-2015,2015-16,0.58523,134,31,22897
Louisiana,2015,47,472,3,0,0.64,0.64,0,Level 3,Minimal,Nov-28-2015,2015-16,2.43487,1030,79,42302
Maine,2015,47,0,0,0,0,0,0,Level 1,Minimal,Nov-28-2015,2015-16,0.688249,27,28,3923
Maryland,2015,47,0,0,0,0,0,0,Level 3,Minimal,Nov-28-2015,2015-16,2.64002,140,30,5303
Massachusetts,2015,47,287,2,0,0.7,0.7,0,Level 1,Minimal,Nov-28-2015,2015-16,0.869205,147,42,16912
Michigan,2015,47,559,3,0,0.54,0.54,0,Level 1,Minimal,Nov-28-2015,2015-16,0.754856,143,68,18944
Minnesota,2015,47,266,1,0,0.38,0.38,0,Level 2,Minimal,Nov-28-2015,2015-16,1.94823,73,14,3747
Mississippi,2015,47,191,2,0,1.05,1.05,0,Level 4,Low,Nov-28-2015,2015-16,3.37755,578,53,17113
Missouri,2015,47,411,0,0,0,0,0,Level 2,Minimal,Nov-28-2015,2015-16,1.86682,97,18,5196
Montana,2015,47,67,0,0,0,0,0,Level 1,Minimal,Nov-28-2015,2015-16,0.195084,5,9,2563
Nebraska,2015,47,49,0,0,0,0,0,Level 1,Minimal,Nov-28-2015,2015-16,0.697293,17,17,2438
Nevada,2015,47,0,0,0,0,0,0,Level 1,Minimal,Nov-28-2015,2015-16,0.844991,90,28,10651
New Hampshire,2015,47,15,0,0,0,0,0,Level 1,Minimal,Nov-28-2015,2015-16,0.10772,3,20,2785
New Jersey,2015,47,0,0,0,0,0,0,Level 1,Minimal,Nov-28-2015,2015-16,0.672043,20,14,2976
New Mexico,2015,47,288,0,0,0,0,0,Level 3,Minimal,Nov-28-2015,2015-16,2.27843,227,27,9963
New York,2015,47,1213,4,4,0.66,0.33,0.33,Level 1,Minimal,Nov-28-2015,2015-16,0.97867,78,83,7970
North Carolina,2015,47,219,1,4,2.28,0.46,1.83,Level 1,Minimal,Nov-28-2015,2015-16,1.56315,150,52,9596
North Dakota,2015,47,0,0,0,0,0,0,Level 1,Minimal,Nov-28-2015,2015-16,0,0,8,683
Ohio,2015,47,705,0,1,0.14,0,0.14,Level 1,Minimal,Nov-28-2015,2015-16,0.768743,97,71,12618
Oklahoma,2015,47,170,0,0,0,0,0,Level 6,Moderate,Nov-28-2015,2015-16,4.18859,199,27,4751
Oregon,2015,47,205,0,0,0,0,0,Level 2,Minimal,Nov-28-2015,2015-16,1.72911,48,14,2776
Pennsylvania,2015,47,451,0,1,0.22,0,0.22,Level 1,Minimal,Nov-28-2015,2015-16,1.97417,214,55,10840
Rhode Island,2015,47,0,0,0,0,0,0,Level 1,Minimal,Nov-28-2015,2015-16,0.213276,8,17,3751
South Carolina,2015,47,300,2,0,0.67,0.67,0,Level 4,Low,Nov-28-2015,2015-16,1.62472,51,12,3139
South Dakota,2015,47,116,0,0,0,0,0,Level 1,Minimal,Nov-28-2015,2015-16,1.50154,112,34,7459
Tennessee,2015,47,217,0,7,3.23,0,3.23,Level 1,Minimal,Nov-28-2015,2015-16,1.23581,86,53,6959
Texas,2015,47,1494,8,11,1.27,0.54,0.74,Level 3,Minimal,Nov-28-2015,2015-16,4.81392,1071,122,22248
Utah,2015,47,485,0,1,0.21,0,0.21,Level 3,Minimal,Nov-28-2015,2015-16,2.05614,334,42,16244
Vermont,2015,47,104,0,1,0.96,0,0.96,Level 1,Minimal,Nov-28-2015,2015-16,1.22599,30,11,2447
Virginia,2015,47,136,0,0,0,0,0,Level 4,Low,Nov-28-2015,2015-16,2.17016,1824,129,84049
Washington,2015,47,294,0,1,0.34,0,0.34,Level 1,Minimal,Nov-28-2015,2015-16,0.261584,7,46,2676
West Virginia,2015,47,382,1,1,0.52,0.26,0.26,Level 1,Minimal,Nov-28-2015,2015-16,1.24273,173,52,13921
Wisconsin,2015,47,573,2,2,0.7,0.35,0.35,Level 1,Minimal,Nov-28-2015,2015-16,2.01622,92,23,4563
Wyoming,2015,47,14,0,0,0,0,0,Level 1,Minimal,Nov-28-2015,2015-16,0.708174,24,22,3389
Puerto Rico,2015,47,0,0,0,0,0,0,Level 2,Minimal,Nov-28-2015,2015-16,4.11695,207,9,5028
Virgin Islands,2015,47,0,0,0,0,0,0,Level 0,Insufficient Data,Nov-28-2015,2015-16,0.67659,5,2,739
New York City,2015,47,0,0,0,0,0,0,Level 3,Minimal,Nov-28-2015,2015-16,1.78267,1619,80,90819
Alabama,2015,48,321,5,4,2.8,1.56,1.25,Level 1,Minimal,Dec-05-2015,2015-16,2.45363,295,27,12023
Alaska,2015,48,14,0,0,0,0,0,Level 1,Minimal,Dec-05-2015,2015-16,1.32114,13,6,984
Arizona,2015,48,88,1,0,1.14,1.14,0,Level 4,Low,Dec-05-2015,2015-16,2.40085,566,57,23575
Arkansas,2015,48,54,0,0,0,0,0,Level 1,Minimal,Dec-05-2015,2015-16,1.0763,56,15,5203
California,2015,48,1015,9,7,1.58,0.89,0.69,Level 1,Minimal,Dec-05-2015,2015-16,2.02273,936,152,46274
Colorado,2015,48,451,2,0,0.44,0.44,0,Level 1,Minimal,Dec-05-2015,2015-16,0.515759,18,6,3490
Connecticut,2015,48,349,1,0,0.29,0.29,0,Level 1,Minimal,Dec-05-2015,2015-16,0.956304,65,23,6797
Delaware,2015,48,61,0,0,0,0,0,Level 1,Minimal,Dec-05-2015,2015-16,0.148588,6,17,4038
District of Columbia,2015,48,0,0,0,0,0,0,Level 0,Insufficient Data,Dec-05-2015,2015-16,5.67077,175,2,3086
Florida,2015,48,0,0,0,0,0,0,Level 1,Minimal,Dec-05-2015,2015-16,X,X,X,X
Georgia,2015,48,452,2,3,1.11,0.44,0.66,Level 2,Minimal,Dec-05-2015,2015-16,1.11751,367,30,32841
Hawaii,2015,48,158,1,0,0.63,0.63,0,Level 1,Minimal,Dec-05-2015,2015-16,2.1764,38,15,1746
Idaho,2015,48,43,5,2,16.28,11.63,4.65,Level 1,Minimal,Dec-05-2015,2015-16,0.681431,20,9,2935
Illinois,2015,48,365,3,2,1.37,0.82,0.55,Level 3,Minimal,Dec-05-2015,2015-16,2.04212,1057,81,51760
Indiana,2015,48,112,2,0,1.79,1.79,0,Level 1,Minimal,Dec-05-2015,2015-16,0.891104,59,30,6621
Iowa,2015,48,93,0,0,0,0,0,Level 1,Minimal,Dec-05-2015,2015-16,0.399113,9,8,2255
Kansas,2015,48,105,3,0,2.86,2.86,0,Level 1,Minimal,Dec-05-2015,2015-16,1.41036,104,34,7374
Kentucky,2015,48,283,0,1,0.35,0,0.35,Level 1,Minimal,Dec-05-2015,2015-16,0.607979,169,37,27797
Louisiana,2015,48,483,2,0,0.41,0.41,0,Level 2,Minimal,Dec-05-2015,2015-16,2.28758,1015,80,44370
Maine,2015,48,0,0,0,0,0,0,Level 1,Minimal,Dec-05-2015,2015-16,1.06572,54,28,5067
